Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor.1,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics.1,HDMI Port,Ethernet,Battery_Life,Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info,reviewDescription
Dell,Inspiron 7375,dell,49757.0,4364,0,0,100,0,0,https://gadgets.ndtv.com/dell-inspiron-7375-8870,,8GB,13.30-inch,256GB,Silver,Windows 10,No,7375,AMD Ryzen 5,,,No,1920x1080 pixels,,1.75,224.00 x 32.20 x 48.26,4.2,2.0,Inspiron,,,,,,Yes,,,,,,,,,,,,6,,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}",Lithium ion batteries are the future and these are lasting almost x2 as long for my console controllers.
Lenovo,ThinkPad E550,lenovo,135310.0,4365,18,0,26,2,54,https://gadgets.ndtv.com/lenovo-thinkpad-e550-7064,50,4GB,15.60-inch,No,Black,,500GB,E550,Intel Core i7 5200U,,,No,1366x768 pixels,,3.33,,,,ThinkPad,,,2.2 GHz,,"Lenovo Thinkpad E550 Laptop (4GB RAM, 500GB HDD, Intel Core i7, Black, 15.6 inch)",,6,,,,,,,,,,,6,,,{'Battery Capacity (WHR)': '42'},Lives up to Amazon standards ..
Dell,Latitude 3380,dell,49757.0,4366,100,0,0,0,0,https://gadgets.ndtv.com/dell-latitude-3380-7713,,4GB,13.30-inch,128GB,Black,Windows 10,No,3380,Intel Core i3 6006U,,,No,1366x768 pixels,802.11 ac,2.63,295.00 x 47.20 x 8.10,4.1,,Latitude,,,2 GHz,,,,,,,,,,,,,,,6,,,,Long lasting
HP,EliteBook 1040,hp,49757.0,4367,0,0,0,0,0,https://gadgets.ndtv.com/hp-elitebook-1040-7048,,8GB,14.00-inch,No,Silver,Windows 7,128GB,1040,Intel Core i5,,,No,1366x768 pixels,802.11 ac,2.1,,4.2,,EliteBook,,No,,,,Yes,,,,,,,,,,,,6,,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'RJ11': 'Yes'}",Long lasting batteries and great value.
Lenovo,ThinkPad Yoga,lenovo,49757.0,4368,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkpad-yoga-6512,,4GB,11.60-inch,No,Black,Chrome OS,32GB,,Intel APU Quad Core,,,No,1366x768 pixels,802.11 b/g/n,,,2.1,,ThinkPad Yoga,Yes,Yes,,,,,,,,,,Yes,,,,,,5,,,{'VGA Port': 'Yes'},Long lasting battery life
Lenovo,B0725WZ7JK,lenovo,54685.0,4369,21,3,9,12,55,https://gadgets.ndtv.com/lenovo-b0725wz7jk-7227,33,6GB,15.60-inch,No,Black,Windows 10,No,B0725WZ7JK,Intel Pentium Dual Core,,,No,,802.11 ac,2.2,381.00 x 259.00 x 23.00,,,,,,,,"Lenovo B0725WZ7JK Laptop (Windows 10, 6GB RAM, Intel Pentium, Black, 15.6 inch)",,4,,,,,,,,,,,6,,,"{'Web Camera': '0.9-megapixel', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '56'}",long lasting great batteries
HP,B01C2EOVNS,hp,49757.0,4370,0,0,0,0,0,https://gadgets.ndtv.com/hp-b01c2eovns-8441,,16GB,15.60-inch,512GB,Black,Windows 10,No,B01C2EOVNS,Intel Core i5 5200U,,,No,1366x768 pixels,802.11 b/g/n,2.15,259.00 x 38.40 x 24.00,,2.0,,,,2.2 GHz,,,,,,,,,,,,,,,6,DDR3,,,Long lasting in a high drain device
Asus,NB X510UA-EJ1070T,asus,33200.0,4371,26,6,21,7,40,https://gadgets.ndtv.com/asus-nb-x510ua-ej1070t-8165#gallery,68,4GB,15.60-inch,No,Champagne,Windows 10,1TB,NB X510UA-EJ1070T,Intel Core i3,,,No,,,2.58,50.90 x 30.20 x 6.30,,,,,,2.2 GHz,,"Asus NB X510UA-EJ1070T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Core i3, Champagne, 15.6 inch)",,2,,,,,,,,,,,6,,,,Long life. Can't beat the price. These are the batteries I will buy from now on.
Asus,VivoBook E203NA-DH02,asus,69567.0,4372,29,5,20,9,36,https://gadgets.ndtv.com/asus-vivobook-e203na-dh02-8141,55,4GB,11.60-inch,32GB,Black,Windows 10 Home,No,E203NA-DH02,Intel Celeron Dual Core N3350,,,No,,,0.9,287.00 x 193.00 x 45.72,,,VivoBook,,,,,"Asus Vivobook E203NA-DH02 Laptop (Windows 10, 4GB RAM, 32GB HDD, Intel Celeron, Black, 11.6 inch)",,3,,,,,,,,,,,6,,,,"Long-lasting, high-quality batteries."
HP,ProBook 11 EE G2,hp,49757.0,4373,0,0,0,0,0,https://gadgets.ndtv.com/hp-probook-11-ee-g2-8868,,4GB,11.60-inch,128GB,Black,,No,11 EE G2,Intel Celeron Dual Core,,,No,1366x768 pixels,,1.65,226.06 x 302.26 x 27.94,4.2,3.0,ProBook,,,,,,Yes,,,,,,,,,,Standard,,6,,,{'Web Camera': 'Yes'},Longer life and great price
Lenovo,IdeaPad 330-17IKB,lenovo,49757.0,4374,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-ideapad-330-17ikb-8787,,2GB,17.30-inch,No,Onyx Black,Windows 10 Home,1TB,330-17IKB,Intel Core i7 8th Gen,,,No,1920x1080 pixels,,2.8,292.00 x 36.70 x 25.00,4.2,,IdeaPad,,,,,,Yes,,,,,,,,,,,,6,DDR4,,"{'RAM Slots': '2', 'Web Camera': '0.9-megapixel'}",Lot of batteries that work.Yay.
HP,3VQ42UA,hp,49757.0,4375,0,0,0,0,0,https://gadgets.ndtv.com/hp-3vq42ua-8854,,8GB,15.60-inch,No,Black,Windows 10,1TB,3VQ42UA,Intel Core i3,,,No,1920x1080 pixels,,2.08,243.00 x 35.60 x 20.00,4.2,2.0,,,Yes,,,,Yes,,,,,,,,,,,,6,,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '60'}",lot's oh power
Asus,VivoBook F510UA,asus,68356.0,4376,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-f510ua-8901,,8GB,15.60-inch,256GB,Midnight Blue,Windows 10,No,F510UA,Intel Core i5,,,No,1920x1080 pixels,,1.68,,,,VivoBook,,,,,"Asus Vivobook F510UA Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Midnight Blue, 15.6 inch)",Yes,,,,,,,,,,,,6,,,,Lots of AAA batteries that work like batteries from the greatest brand on the planet.
Asus,VivoBook F510UA,asus,68356.0,4376,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-f510ua-8901#gallery,,8GB,15.60-inch,256GB,Midnight Blue,Windows 10,No,F510UA,Intel Core i5,,,No,1920x1080 pixels,,1.68,,,,VivoBook,,,,,"Asus Vivobook F510UA Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Midnight Blue, 15.6 inch)",Yes,,,,,,,,,,,,6,,,,Lots of batteries
Asus,X542BA-GQ024T,asus,25108.0,4377,29,0,43,14,14,https://gadgets.ndtv.com/asus-x542ba-gq024t-6363#gallery,7,4GB,15.60-inch,No,Grey,Windows 10,500GB,X542BA-GQ024T,,,,No,1366x768 pixels,802.11 b/g/n,2.5,380.00 x 251.00 x 23.00,,,,,,,,"Asus X542BA-GQ024T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Dual Core, Grey, 15.6 inch)",,,,,,,,,,,,,6,,,{'Battery Capacity (WHR)': '43'},Lots of batteries and great price for the money.
Lenovo,IdeaPad Flex 6,lenovo,49757.0,4378,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-ideapad-flex-6-8791,,8GB,14.00-inch,No,Silver,Windows 10 Home,256GB,6,AMD Ryzen 5,,,No,1366x768 pixels,,2.22,229.00 x 32.80 x 45.72,4.2,,IdeaPad Flex,,,,,,Yes,,,,,,,,,,,,6,,,,Lots of batteries perfect for the value. They last a while.
Acer,Predator Helios 700,acer,49757.0,4379,0,0,0,0,0,https://gadgets.ndtv.com/acer-predator-helios-700-13020,,64GB,17.00-inch,,,Windows 10,,,,Nvidia GeForce RTX 2070,Yes,,1920x1080 pixels,802.11 b/g/n/ac,,,,,,,,,Nvidia GeForce RTX 2070,,Yes,,Touchpad,,,,,,,Yes,,,6,GDDR6,,"{'Headphone and Mic Combo Jack': 'Yes', 'Backlit Keyboard': 'Yes'}",Lots of batteries! :o)
HP,EliteBook 840 G5,hp,49757.0,4380,0,0,0,0,0,https://gadgets.ndtv.com/hp-elitebook-840-g5-8308,,16GB,14.00-inch,256GB,Silver,Windows 10,No,840 G5,Intel Core i5 7th Gen 7300U,Intel HD Graphics 620,No,No,1920x1080 pixels,,1.48,45.72 x 32.50 x 23.40,,,EliteBook,,,,Intel HD Graphics 620,,,,,,,,,,,No,,,6,,,,Lots of fresh batteries at a great price.
Asus,VivoBook X542UN-DM087T,asus,49757.0,4381,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-x542un-dm087t-8157#gallery,,8GB,15.60-inch,No,Grey,Windows 10,1TB,X542UN-DM087T,Intel Core i5 8250U,,,No,,802.11 b/g/n,3.04,205.00 x 322.58 x 29.00,,,VivoBook,,,1.6 GHz,,,,,,,,,,,,,,,6,,,"{'RAM Slots': '1', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '40', 'Burst Clock Speed': '2.66 GHz', 'Lock Slot': 'Kensington Lock Port'}",Lots of very good batteries for not a whole lot of dough.
HP,15-AC043TU,hp,23990.0,4382,0,33,33,33,0,https://gadgets.ndtv.com/hp-15-ac043tu-7963,3,4GB,15.60-inch,No,Silver,DOS,1TB,15-AC043TU,Intel Core i3 4005U,,,No,1366x768 pixels,,,,,,,,,1.7 GHz,,"HP 15-AC043TU Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Silver, 15.6 inch)",,4,,,,,,,,,,,6,,,,Love
Dell,Inspiron I5547-3753SLV,dell,49757.0,4383,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-i5547-3753slv-7085,,6GB,15.60-inch,No,Silver,Windows 8.1,1TB,I5547-3753SLV,Intel Core i5 4210U,,,No,,802.11 b/g/n,2.72,49.00 x 33.40 x 8.40,,,Inspiron,,,1.7 GHz,,,,3,,,,,,,,,,,6,,,{'RAM Slots': '2'},LOVE Amanzon Basics batteries!
Dell,G3 15 3579,dell,65990.0,4384,9,5,19,6,62,https://gadgets.ndtv.com/dell-g3-15-3579-8136,86,8GB,15.60-inch,128GB,Black,Windows 10,No,G3 15 3579,Intel Core i7 8750H,,,No,,802.11 ac,2.53,50.80 x 34.90 x 7.60,,,,,,,,"Dell G3 15 3579 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",,,,,,,,,,,,,6,,,,"Love Amazon Batteries there just awesome, after all its a battery and its seems to last a long time"
Asus,VivoBook Max X541NA-GO125T,asus,21000.0,4385,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-max-x541na-go125t-6306,,4GB,15.60-inch,No,Grey,Windows 10,1TB,Max X541NA-GO125T,Intel Pentium Dual Core 7th Gen N4200,,,No,,,2.0,,,,VivoBook,,,1.1 GHz,,"Asus Vivobook Max X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Grey, 15.6 inch)",,4,,,,,,,,,,,6,,,,Love buying these batteries bc I use a lot of need
Asus,VivoBook Max X541NA-GO125T,asus,21000.0,4385,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-max-x541na-go125t-6306#gallery,,4GB,15.60-inch,No,Grey,Windows 10,1TB,Max X541NA-GO125T,Intel Pentium Dual Core 7th Gen N4200,,,No,,,2.0,,,,VivoBook,,,1.1 GHz,,"Asus Vivobook Max X541NA-GO125T Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Grey, 15.6 inch)",,4,,,,,,,,,,,6,,,,Love em.
Asus,TUF FX553VD-DM483,asus,49757.0,4386,0,0,0,0,0,https://gadgets.ndtv.com/asus-tuf-fx553vd-dm483-8174#gallery,,6GB,15.60-inch,No,Black,Windows 10,1TB,FX553VD-DM483,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,2.49,384.00 x 254.00 x 30.00,,,TUF,,,,,,,3,,,,,,,,,,,6,,,{'RAM Slots': '1'},Love em..great value and last long
Asus,VivoBook X542UN-DM087T,asus,49757.0,4387,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-x542un-dm087t-8157,,8GB,15.60-inch,No,Grey,Windows 10,1TB,X542UN-DM087T,Intel Core i5 8250U,,,No,,802.11 b/g/n,3.04,205.00 x 322.58 x 29.00,,,VivoBook,,,1.6 GHz,,,,,,,,,,,,,,,6,,,"{'RAM Slots': '2', 'Web Camera': '0.9-megapixel'}",Love having a stash of these basic replacement batteries on hand for when the need arises
HP,Stream Pro,hp,49757.0,4388,0,0,0,0,0,https://gadgets.ndtv.com/hp-stream-pro-8888,,4GB,11.60-inch,64GB,Black,Windows 10 Professional,No,,Intel Celeron Dual Core,,,No,1366x768 pixels,,1.17,263.00 x 43.40 x 6.80,4.2,2.0,Stream Pro,,,,,,Yes,,,,,,,,,,,,6,,,{'VGA Port': 'Yes'},Love having a stash on batteries
Dell,Latitude 14 7480,dell,49757.0,4389,0,0,0,0,0,https://gadgets.ndtv.com/dell-latitude-14-7480-8278,,8GB,14.00-inch,No,Black,Windows 10,256GB,14 7480,Intel Core i5 7600U,Intel HD Graphics 620,No,No,1366x768 pixels,,,,,,Latitude,,,2.4 GHz,Intel HD Graphics 620,,,,,,,,,,,No,,,6,,,,Love it
Asus,ChromeBook C101PA-DB02,asus,49757.0,4390,0,0,0,0,0,https://gadgets.ndtv.com/asus-chromebook-c101pa-db02-8128,,4GB,10.10-inch,No,Silver,Chrome OS,16GB,C101PA-DB02,Intel APU Quad Core,,,No,1280x800 pixels,802.11 ac,0.9,264.00 x 183.00 x 38.10,,,ChromeBook,,,,,,,4,,,,,,,,,,,6,,,,"Love it, works great !"
Asus,X542BA-GQ024T,asus,25108.0,4391,29,0,43,14,14,https://gadgets.ndtv.com/asus-x542ba-gq024t-6363,7,4GB,15.60-inch,No,Grey,Windows 10,500GB,X542BA-GQ024T,,,,No,1366x768 pixels,802.11 b/g/n,2.5,380.00 x 251.00 x 23.00,,,,,,,,"Asus X542BA-GQ024T Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Dual Core, Grey, 15.6 inch)",,,,,,,,,,,,,6,,,,Love it!
Alienware,15 ANW15-1421SLV,alienware,49757.0,4392,0,0,0,0,0,https://gadgets.ndtv.com/alienware-15-anw15-1421slv-8295#gallery,,8GB,15.60-inch,No,Black,Windows 8.1,1TB,15 ANW15-1421SLV,Intel Core i5 4210H,Nvidia GeForce GTX 965M,,No,,,3.21,86.36 x 270.00 x 38.60,,,,,,2.9 GHz,Nvidia GeForce GTX 965M,,,8,,,,,,,,,,,6,DDR3,,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '40'}",Love it.
Asus,ROG Strix GL502VT-DS74,asus,49757.0,4393,0,0,0,0,0,https://gadgets.ndtv.com/asus-rog-strix-gl502vt-ds74-6310,,16GB,15.60-inch,No,Black,Windows 10,1TB,GL502VT-DS74,,,,No,1920x1080 pixels,802.11 ac,,388.62 x 266.70 x 22.86,,4.0,ROG Strix,,,2.6 GHz,,,,,,,,,,,,,Standard,,6,,,"{'RAM Slots': '1', 'Web Camera': '1-megapixel', 'VGA Port': 'Yes', 'RJ11': 'No', 'Lock Slot': 'Kensington Lock Port'}",Love love love !
Acer,Switch Alpha 12-SA5-271-31U2,acer,70186.0,4394,0,0,0,0,0,https://gadgets.ndtv.com/acer-switch-alpha-12-sa5-271-31u2-6346,,4GB,12.00-inch,128GB,Black,Windows 10,No,Alpha 12-SA5-271-31U2,Intel Core i3 6100U,,,No,,802.11 ac,1.25,292.00 x 201.00 x 38.10,,,Switch,,,,,"Acer Switch Alpha 12-SA5-271-31U2 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Black, 12 inch)",,,,,,,,,,,,,6,,,,Love love love.
HP,Pavilion 1KT34UA,hp,49757.0,4395,0,0,0,0,0,https://gadgets.ndtv.com/hp-pavilion-1kt34ua-8904,,12GB,15.60-inch,No,Black,Windows 10,1TB,1KT34UA,Intel Core i5,,,No,1920x1080 pixels,,3.31,,,3.0,Pavilion,,,,,,Yes,,,,,,,,,,,,6,,,,love the 4-pack packaging prevents short circuits!
Acer,A515-51-5398,acer,138101.0,4396,100,0,0,0,0,https://gadgets.ndtv.com/acer-a515-51-5398-8155,,8GB,15.60-inch,No,Black,Windows 10,1TB,A515-51-5398,Intel Core i5 8250U,,,No,1920x1080 pixels,,2.2,264.00 x 132.08 x 20.00,,,,,,,,"Acer A515-51-5398 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",,3,,,,,,,,,,,6,,,,love the Amazon Basics.. would highly recommend them to everyone..
Lenovo,Flex 5 1570,lenovo,123012.0,4397,0,0,100,0,0,https://gadgets.ndtv.com/lenovo-flex-5-1570-8016,,8GB,15.60-inch,256GB,Onyx Black,Windows 10,No,5 1570,Intel Core i5,,,No,,,3.33,54.60 x 34.90 x 8.90,,,Flex,,,,,"Lenovo Flex 5 1570 Laptop (8GB RAM, 256GB HDD, Intel Core i5, Black)",,3,,,,,,,,,,,6,,,{'Web Camera': '1-megapixel'},love the batteries and will purchase in the future! highly recommend
HP,15-AY017TU,hp,22999.0,4398,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-ay017tu-6717,,4GB,15.60-inch,No,Silver,Windows 10,1TB,15-AY017TU,Intel Pentium Dual Core,,,No,,,,,,,,Yes,,1.6 GHz,,"HP 15-AY017TU Laptop (Windows 10, 4GB RAM, 1000GB HDD, Intel Pentium, Silver, 15.6 inch)",,4,,,,,,,,,,,6,,,,Love the cost
Lenovo,IdeaPad 720S,lenovo,94980.0,4399,26,0,9,9,57,https://gadgets.ndtv.com/lenovo-ideapad-720s-7970,23,12GB,13.30-inch,No,Platinum Grey,Windows 10,256GB,720S,Intel Core i5 8250U,,,No,,,3.0,,,3.0,IdeaPad,,,,,"Lenovo Ideapad 720S Laptop (Windows 10, 12GB RAM, 256GB HDD, Intel Core i5, Platinum Grey, 13.3 inch)",,,,,,,,,,,,,6,,,"{'Web Camera': '1-megapixel', 'Burst Clock Speed': '2.6 GHz', 'Dedicated Graphic Memory': '2GB'}",Love the item
HP,ChromeBook 14 2995U,hp,49757.0,4400,0,0,0,0,0,https://gadgets.ndtv.com/hp-chromebook-14-2995u-8391,,4GB,14.00-inch,No,Silver,Chrome OS,16GB,14 2995U,Intel Celeron Dual Core 2995U,,,No,,802.11 a/b/g/n/ac,1.54,344.00 x 240.00 x 45.72,,,ChromeBook,,,,,,,4,,,,,,,,,,,6,DDR3,,"{'Web Camera': 'Yes', 'RJ11': 'No'}",Love the packaging. Very happy with my purchase.
Lenovo,ThinkPad E575,lenovo,96682.0,4401,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkpad-e575-7715,,8GB,15.60-inch,No,Black,,500GB,E575,,,,No,1920x1080 pixels,,2.3,307.34 x 159.00 x 25.00,,,ThinkPad,,,2.4 GHz,,"Lenovo Thinkpad E575 Laptop (8GB RAM, 500GB HDD, AMD Black, 15.6 inch)",,4,,,,,,,,,,,6,,,,"Love the price, great quality."
Lenovo,V130-15IKB,lenovo,28500.0,4402,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-v130-15ikb-8505,,4GB,15.60-inch,No,Black,DOS,1TB,V130-15IKB,Intel Core i3 6006U,,,No,,,,,,,,,,2.2 GHz,,"Lenovo V130-15IKB Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Black, 15.6 inch)",,,,,,,,,,,,,6,DDR4,,,Love the pricing and the quality. I always buy Amazon batteries now!
HP,NoteBook 17-BY0055NR,hp,49757.0,4403,0,0,0,0,0,https://gadgets.ndtv.com/hp-notebook-17-by0055nr-8896,,8GB,17.30-inch,No,Black,Windows 10 Home,1TB,17-BY0055NR,Intel Core i5,,,No,1366x768 pixels,,1.9,344.93 x 217.30 x 27.20,4.2,,NoteBook,,,,,,Yes,,,,,,,,,,,,6,,,"{'RAM Slots': '2', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '43'}",Love them
Acer,Aspire E ES1-533-C55P,acer,49757.0,4404,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-e-es1-533-c55p-8861,,4GB,15.60-inch,No,Black,Windows 10,500GB,ES1-533-C55P,Intel Celeron Dual Core,,,No,1366x768 pixels,,1.5,259.00 x 38.10 x 25.00,,2.0,Aspire E,,,,,,Yes,,,,,,,,,,,,6,,,,Love them!
Acer,ConceptD 3,acer,49757.0,4405,0,0,0,0,0,https://gadgets.ndtv.com/acer-conceptd-3-2020-price-in-india-95066,,8GB,14.00-inch,256GB,,Windows 10 Home,,,,,,,,802.11 a/b/g/n/ac,,,,,ConceptD,Yes,,,,,Yes,,Touchpad,,,,2 Speakers,,,,,,20,,,,Love them! Took them camping. Wonderful
HP,Spectre 13T-W2K29UA,hp,49757.0,4406,0,0,0,0,0,https://gadgets.ndtv.com/hp-spectre-13t-w2k29ua-7781,,8GB,13.30-inch,256GB,Black,,No,13T-W2K29UA,Intel Core i7 7500U,,,No,1920x1080 pixels,802.11 ac,,325.12 x 229.11 x 10.41,,1.0,Spectre,,,2.7 GHz,,,,,,,,,,,,,,,6,,,,Love them.. they are perfect for what I wanted
HP,14-BA151TX,hp,49757.0,4407,0,0,0,0,0,https://gadgets.ndtv.com/hp-14-ba151tx-6270,,4GB,14.00-inch,No,Silver,Windows 10,No,14-BA151TX,Intel Core i3 7th Gen,Nvidia,,No,,802.11 a/b/g/n/ac,,,4.2,,,Yes,Yes,,Nvidia,,,,,,,,,,,,,,6,DDR3,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '68', 'Burst Clock Speed': '3.2 GHz', 'Backlit Keyboard': 'Yes', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Noble Lock Port'}",love these
HP,ProBook 440 G5-2SS93UT,hp,62700.0,4408,0,0,0,100,0,https://gadgets.ndtv.com/hp-probook-440-g5-2ss93ut-6081,,4GB,14.00-inch,No,Silver,Windows 10,500GB,440 G5-2SS93UT,Intel Core i3 7100U,,,No,,,2.21,45.20 x 30.50 x 6.90,,,ProBook,,,2.4 GHz,,"HP 440 G5-2SS93UT Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Core i3, Silver, 14 inch)",,,,,,,,,,,,,6,,,,Love these batteries they batterize things
HP,15-BW069NR,hp,74406.0,4409,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-bw069nr-7791,,4GB,15.60-inch,No,Purple,Windows 10,1TB,15-BW069NR,,,,No,1366x768 pixels,802.11 b/g/n,2.05,380.00 x 254.00 x 24.00,,,,,,,,"HP 15-BW069NR Laptop (Windows 10, 4GB RAM, 1000GB HDD, AMD Purple)",,3,,,,,,,,,,,6,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'VGA Port': 'No'}",Love these batteries!
HP,DA0031NR,hp,49757.0,4410,0,0,0,0,0,https://gadgets.ndtv.com/hp-da0031nr-8783,,8GB,15.60-inch,No,Black,Windows 10 Home,1TB,DA0031NR,Intel Core i5,,,No,1366x768 pixels,,2.08,246.00 x 37.60 x 23.00,4.2,1.0,,,,,,,Yes,,,,,,,,,,,,6,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Battery Capacity (WHR)': '40', 'Optical Disk Drive': 'DVD Writer', 'Lock Slot': 'Kensington Lock Port'}",Love these batteries! I've bought 3 boxes and they are wonderful batteries!
Lenovo,ThinkPad T410,lenovo,32500.0,4411,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkpad-t410-7693,,4GB,14.00-inch,No,Black,Windows 7,128GB,T410,Intel Core i7 620M,,,No,,802.11 a/b/g/n,,333.50 x 32.00 x 9.41,,,ThinkPad,,,2.66 GHz,,"Lenovo Thinkpad T410 Laptop (Windows 7, 4GB RAM, 128GB HDD, Intel Core i7, Black, 14.1 inch)",,,,,,,,,,,,,6,,,{'Backlit Keyboard': 'Yes'},Love these batteries! Inexpensive and last a long time!
Asus,TUF FX553VD-DM483,asus,49757.0,4412,0,0,0,0,0,https://gadgets.ndtv.com/asus-tuf-fx553vd-dm483-8174,,6GB,15.60-inch,No,Black,Windows 10,1TB,FX553VD-DM483,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,2.49,384.00 x 254.00 x 30.00,,,TUF,,,,,,,3,,,,,,,,,,,6,,,{'Battery Capacity (WHR)': '60'},Love these batteries.
HP,EliteBook 846,hp,49757.0,4413,0,0,0,0,0,https://gadgets.ndtv.com/hp-elitebook-846-7108,,4GB,14.00-inch,No,Silver,,320GB,846,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,2.1,,4.2,,EliteBook,,No,,,,Yes,,,,,,,,,,,,6,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '40', 'Optical Disk Drive': 'CD/DVD Writer', 'Burst Clock Speed': '2.7 GHz', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port'}",Love these batteries. They last a long time.
HP,15-DB0061CL,hp,49757.0,4414,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-db0061cl-8786,,8GB,15.60-inch,No,Black,Windows 10,1TB,15-DB0061CL,AMD Ryzen 3,,,No,1920x1080 pixels,,2.14,246.00 x 37.60 x 23.00,4.2,1.0,,,,,,,Yes,,,,,,,,,,,,6,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'DVD Writer'}",Love these batteries. they work FOREVER!
Acer,Switch Alpha 12-SA5-271-31U2,acer,70186.0,4415,0,0,0,0,0,https://gadgets.ndtv.com/acer-switch-alpha-12-sa5-271-31u2-6346#gallery,,4GB,12.00-inch,128GB,Black,Windows 10,No,Alpha 12-SA5-271-31U2,Intel Core i3 6100U,,,No,,802.11 ac,1.25,292.00 x 201.00 x 38.10,,,Switch,,,,,"Acer Switch Alpha 12-SA5-271-31U2 Laptop (Windows 10, 4GB RAM, 128GB HDD, Intel Core i3, Black, 12 inch)",,,,,,,,,,,,,6,,,,Love these!
Acer,Aspire A515-51G-58GJ,acer,49757.0,4416,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-a515-51g-58gj-7749,,4GB,15.60-inch,No,Black,DOS,1TB,A515-51G-58GJ,Intel Core i5 8th Gen,,,No,,802.11 b/g/n,,,,,Aspire,Yes,,1.6 GHz,,,,,,,,,,,,,Standard,,7,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '40', 'Optical Disk Drive': 'DVD Writer', 'Burst Clock Speed': '2.7 GHz'}",Love this 20 pack. WOuld order again if I needed to
